EPA ID,Site Name,City,County,State,Street Address,Zip Code,Region,NPL Status,Partial NPL Deletion,Superfund Alternative Approach,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Construction Complete,Construction Completion Date,Non-NPL Status Category,Non-NPL Status Subcategory,Non-NPL Status,Site Status,Site Type,Site Type Subcategory,Federal Agency,Native American Interest (NAI),Indian Entity (NAI Status),HRS Score,Federal Facility Indicator,Alias/Alternative Site Name,Non-NPL Status Date,Superfund Site Profile Page URL,RCRA Handler ID - RCRA Handler Name
MID005107222,BENDIX CORP./ALLIED AUTOMOTIVE,ST. JOSEPH,BERRIEN,MI,3737 RED ARROW HIGHWAY, 49085 ,R05,Final NPL,No,No,No,Yes,Insufficient Data,Yes,12/3/2001,,,,Active,Manufacturing/Processing/Maintenance,Trucks/ships/trains/aircraft and related components,,No,,37.27,No,"BENDIX CORP HYDRAULICS, BENDIX CORP / ALLIED AUTOMOTIVE, BENDIX CORP/ALLIED AUTOMOTIVE, BENDIX CORP./ALLIED AUTOMOTIVE, BENDIX CORP/ALLIED AUTOMOTIVE, BENDIX CORP./ALLIED AUTOMOTIVE, BENDIX CORP/ALLIED AUTOMOTIVE",[Blank Date],www.epa.gov/superfund/bendix-corp-allied-automotive,
PAD003047974,BENDIX FLIGHT SYSTEMS DIVISION,SOUTH MONTROSE,SUSQUEHANNA,PA,MONTROSE PLT, 18843 ,R03,Final NPL,No,No,Yes,Yes,Yes,Yes,9/30/1996,,,,Active,Manufacturing/Processing/Maintenance,Trucks/ships/trains/aircraft and related components,,No,,33.74,No,"BENDIX FLIGHT SYSTEMS DIVISION, BENDIX FLIGHT SYSTEMS DIVISION, BENDIX FLIGHT SYSTEMS DIV, ALLIED CORP/DIV FLIGHT SYSTEMS",6/1/1982,www.epa.gov/superfund/bendix,
NCD981026479,"BENFIELD INDUSTRIES, INC.",HAZELWOOD,HAYWOOD,NC,RICHLAND ST., 28738 ,R04,Final NPL,No,No,Yes,Yes,Yes,Yes,9/19/2001,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,Yes,Eastern Band of Cherokee Indians(Current),31.67,No,"BENFIELD INDUSTRIES, INC, BENFIELD INDUSTRIES, INC, BENFIELD INDUSTRIES, INC.",6/1/1985,www.epa.gov/superfund/benfield-industries,
IND006418651,BENNETT STONE QUARRY,BLOOMINGTON,MONROE,IN,ST RTE 37 & ST RTE 46, 47401 ,R05,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/25/2000,,,,Active,Waste Management,Illegal disposal/open dump,,No,,,No,"BENNETT STONE QUARRY, BENNETT STONE QUARRY, BENNETT STONE CO",5/1/1983,www.epa.gov/superfund/bennett-stone-quarry,
VTD981064223,BENNINGTON MUNICIPAL SANITARY LANDFILL,BENNINGTON,BENNINGTON,VT,OFF HOUGHTON LANE, 05201 ,R01,Final NPL,No,No,Yes,Yes,Yes,Yes,6/30/1999,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,49.07,No,"BENNINGTON MUNICIPAL SANITARY LANDFILL, BENNINGTON LANDFILL",[Blank Date],www.epa.gov/superfund/bennington,
PAD980538649,BERKLEY PRODUCTS CO. DUMP,DENVER,LANCASTER,PA,RD 2, 17517 ,R03,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/19/2001,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),,No,,,No,"BERKLEY PROD CO DUMP, BERKLEY PRODUCTS CO. DUMP, SCHOENECK LANDFILL, BERKLEY PRODUCTS CO DUMP",6/1/1981,www.epa.gov/superfund/berkleyproducts,
PAD000651810,BERKS LANDFILL,SPRING TOWNSHIP,BERKS,PA,RD 8348, 19608 ,R03,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,12/22/2000,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),,No,,,No,"BERKS LANDFILL, BERKS LANDFILL, STABATROL BERKS COUNTY LANDFILL, BERKS LANDFILL",11/1/1979,www.epa.gov/superfund/berkslandfill,
PAD980691794,BERKS SAND PIT,LONGSWAMP TOWNSHIP,BERKS,PA,UNOBTAINABLE, 19539 ,R03,Final NPL,No,No,Yes,Yes,Yes,Yes,6/28/1994,,,,Active,Waste Management,Other,,No,,32.02,No,"BERKS SAND PIT, VAN ELSWYCK PROP *, BERKS SAND PIT, BERKS SAND PIT",8/1/1982,www.epa.gov/superfund/berkssandpit,
MID000605717,BERLIN & FARRO,SWARTZ CREEK,GENESEE,MI,8322 S MOORISH RD, 48473 ,R05,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/18/1996,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,,No,"BERLIN & FARRO LIQUID INCINERATOR, BERLIN & FARRO, BERLIN & FARRO",[Blank Date],www.epa.gov/superfund/berlin-farro,
WIT560010118,BETTER BRITE PLATING CO. CHROME AND ZINC SHOPS,DE PERE,BROWN,WI,500 Lande St (Chrome Shop) and 315 S 6th Street (Zinc Shop), 54115 ,R05,Final NPL,No,No,Yes,Yes,Insufficient Data,Yes,2/8/2000,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,48.91,No,"BETTER BRITE ZINC: 315 S 6TH ST, BETTER BRITE PLATING CO. CHROME AND ZINC SHOPS, BETTER BRITE PLATING CHROME & ZINC, BETTER BRITE PLATING CHROME & ZINC SHOPS, BETTER BRITE PLATING CHROME & ZINC, BETTER BRITE CHROME: 519 LANDE ST",[Blank Date],www.epa.gov/superfund/better-brite-plating,
FLD980494660,BEULAH LANDFILL,PENSACOLA,ESCAMBIA,FL,ROUTE 9 US HWY 90, 32506 ,R04,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/16/1993,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,,No,"BEULAH LANDFILL, BEULAH LANDFILL",11/1/1979,www.epa.gov/superfund/beulah-landfill,
VTD980520092,BFI SANITARY LANDFILL (ROCKINGHAM),ROCKINGHAM,WINDHAM,VT,RTE 5, 05101 ,R01,Final NPL,No,No,Yes,Yes,Yes,Yes,9/26/1996,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),,No,,41.92,No,"BFI/ROCKINGHAM, BFI SANITARY LANDFILL(ROCKINGHAM), ROCKINGHAM LANDFILL, BFI SANITARY LANDFILL (ROCKINGHAM), BFI ROCKINGHAM, BFI SANITARY LANDFILL (ROCKINGHAM)",[Blank Date],www.epa.gov/superfund/bfi,
OHD980611735,BIG D CAMPGROUND,KINGSVILLE,ASHTABULA,OH,3678 CREEK RD, 44048 ,R05,Final NPL,No,No,Yes,Yes,Insufficient Data,Yes,5/9/1995,,,,Active,Waste Management,Industrial waste landfill,,No,,30.77,No,"BIG D CAMPGROUND, BIG D CAMPGROUND",[Blank Date],www.epa.gov/superfund/bigd-campground,
WVD054827944,BIG JOHN SALVAGE - HOULT ROAD,FAIRMONT,MARION,WV,HOULT ROAD, 26554 ,R03,Final NPL,No,No,No,Yes,No,No,,,,,Active,Recycling,Waste/used oil,,No,,48.57,No,"BIG JOHN'S SALVAGE - HOULT RD, BIG JOHN SALVAGE - HOULT RD, BIG JOHN SALVAGE - HOULT ROAD, BIG JOHN SALVAGE-- HOULT ROAD, REILLY TAR & CHEM CORP, RALEIGH TAR & CHEM CO, BIG JOHN SALVAGE - SITE #1, CULLET PILE SALVAGE YARD, BIG JOHN SALVAGE - HOULT RD SITE",2/1/1981,www.epa.gov/superfund/bigjohn,
MOD981126899,BIG RIVER MINE TAILINGS/ST. JOE MINERALS CORP.,DESLOGE,ST. FRANCOIS,MO,SECTION 25 26 35 & 36 T37N R4E, 63601 ,R07,Final NPL,No,No,No,No,Not a Groundwater Site,No,,,,,Active,Mining,Mining and Mineral Processing/Smelting,,Yes,"Prairie Band Potawatomi Nation(Current); Miami Tribe of Oklahoma(Current); Delaware Nation, Oklahoma(Current); Quapaw Nation(Current); Seneca-Cayuga Nation(Current); Shawnee Tribe(Current); Delaware Tribe of Indians(Current); The Osage Nation(Current); Eastern Shawnee Tribe of Oklahoma(Current); Peoria Tribe of Indians of Oklahoma(Current); Cherokee Nation(Current); United Keetoowah Band of Cherokee Indians in Oklahoma(Current)",84.91,No,"FEDERAL TAILINGS PILE, BIG RIVER MINE TAILINGS/ST. JOE MINERALS, ST. FRANCOIS COUNTY MINING AREA, BIG RIVER MINE TAILINGS DESLOGE (FINDS), BIG RIVER MINE TAILINGS/ST. JOE MINERALS CORP.",[Blank Date],www.epa.gov/superfund/bigrivermine,
KSD980686174,BIG RIVER SAND CO.,WICHITA,SEDGWICK,KS,4900 W 21ST, 67205 ,R07,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,6/28/1988,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Waste Management,Other,,No,,,No,"BIG RIVER SAND CO., BIG RIVER SAND CO, BIG RIVER SAND CO., VIC'S CEMENT, GRAVEL & EQUIPMENT CO",1/9/2012,www.epa.gov/superfund/bigriversand,
MTD986073252,BILLINGS PCE,BILLINGS,YELLOWSTONE,MT,3rd Street West and Miles Avenue, 59101 ,R08,Final NPL,No,No,No,No,Insufficient Data,No,,,,,Active,Other,Dry-Cleaning Operations,,No,,50,No,BILLINGS PCE SITE,9/3/2020,www.epa.gov/superfund/billings-pce,
TXD980340889,"BIO-ECOLOGY SYSTEMS, INC.",GRAND PRAIRIE,DALLAS,TX,4100 E JEFFERSON, 75051 ,R06,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,4/12/1993,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,,No,"BIO-ECOLOGY SYSTEMS, INC., BIOECOLOGY, BIO-ECOLOGY SYSTEMS INC, BIO-ECOLOGY SYSTEMS, INC, BIO-ECOLOGY SYSTEMS, INC.",1/1/1979,www.epa.gov/superfund/bio-ecology-systems,
NYD980768683,"BIOCLINICAL LABORATORIES, INC.",BOHEMIA,SUFFOLK,NY,1585-I SMITHTOWN AVE, 11716 ,R02,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/30/1992,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,"BIOCLINICAL LABORATORIES, INC., BIOCLINICAL LABORATORIES INC, BIOCLINICAL LABORATORIES, INC",[Blank Date],www.epa.gov/superfund/bioclinical-labs,
MAN000106144,BJAT LLC,FRANKLIN,NORFOLK,MA,300 FISHER STREET, 02038 ,R01,Final NPL,No,No,No,No,No,No,,,,,Active,Manufacturing/Processing/Maintenance,Plastics and rubber products,,No,,41.91,No,,3/26/2015,www.epa.gov/superfund/bjat,
OR0000515759,BLACK BUTTE MINE,COTTAGE GROVE,LANE,OR,LONDON ROAD, 97424 ,R10,Final NPL,No,No,No,No,Insufficient Data,No,,,,,Active,Mining,Metals,,Yes,Confederated Tribes of the Grand Ronde Community of Oregon(Current); Cow Creek Band of Umpqua Tribe of Indians(Current),50,No,BLACK BUTTE MINE,11/25/1995,www.epa.gov/superfund/black-butte-mine,
NYN000206296,BLACK RIVER PCBS,TOWN OF CHAMPION,JEFFERSON,NY,END OF HEWITT DRIVE, 13619 ,R02,Final NPL,No,No,No,Insufficient Data,Not a Groundwater Site,No,,,,,Active,Other,Other,,No,,48.03,No,BLACK RIVER PCBS,10/8/2008,www.epa.gov/superfund/black-river-pcbs,
IDD980725832,BLACKBIRD MINE,LEMHI COUNTY,LEMHI,ID,BLACKBIRD MINE, 83469 ,R10,Proposed NPL,No,No,No,Yes,Yes,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Mining,Metals,,Yes,Shoshone-Bannock Tribes of the Fort Hall Reservation(Current),50,No,"OLD BLACKBIRD MINE, BLACKBIRD MINE, BLACKBIRD METALS, BLACKBIRD MINE",1/1/1983,www.epa.gov/superfund/blackbird-mine,
MAD982191363,BLACKBURN & UNION PRIVILEGES,WALPOLE,NORFOLK,MA,SOUTH ST., 02081 ,R01,Final NPL,No,No,Yes,Yes,Yes,Yes,4/20/2020,,,,Active,"Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance","Tanneries, Fabrics/textiles, Multiple, Trucks/ships/trains/aircraft and related components",,No,,50,No,"WALPOLE, BLACKBURN AND UNION PRIVELEGES, SOUTH STREET SITE, BLACKBURN & UNION PRIVILEGES, SHAFFER REALTY TRUST SOUTH ST",12/7/1987,www.epa.gov/superfund/blackburn,
DEN000304203,BLADES GROUNDWATER,BLADES,SUSSEX,DE,NEAR TRIANGLE PARK AT INTERSECTION OF, 19973 ,R03,Final NPL,No,No,No,Insufficient Data,Insufficient Data,No,,,,,Active,"Other, Other","Other, Unknown",,No,,50,No,,11/8/2019,www.epa.gov/superfund/bladesgroundwater,
PAD980539985,BLOSENSKI LANDFILL,WEST CALN TOWNSHIP,CHESTER,PA,ROUTE 340, 19376 ,R03,Final NPL,No,No,Yes,Yes,Yes,Yes,9/18/1998,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),Department of Defense,No,,30.57,No,"BLOSENSKI LANDFILL, BLOSINSKI LANDFILL, BLOSENSKI LANDFILL, BLOSENSKI LANDFILL",[Blank Date],www.epa.gov/superfund/blosenski,
CAN000906063,BLUE LEDGE MINE,ROGUE RIVER-SISKIYOU NF,SISKIYOU,CA,"SECTIONS 34, TOWNSHIP 48 N, RANGE 11 W", 96086 ,R09,Final NPL,No,No,No,Yes,Not a Groundwater Site,No,,,,,Active,Mining,Metals,,No,,50.28,No,BLUE LEDGE MINE,[Blank Date],www.epa.gov/superfund/blueledgemine,
NCD044447589,BLUE RIDGE PLATING COMPANY,ARDEN,BUNCOMBE,NC,171 GLENN BRIDGE ROAD, 28704 ,R04,Final NPL,No,No,Yes,Yes,Yes,Yes,9/27/2007,,,,Active,Manufacturing/Processing/Maintenance,Metal fabrication/finishing/coating and allied industries,,No,,38.67,No,BLUE RIDGE PLATING COMPANY,[Blank Date],www.epa.gov/superfund/blue-ridge-plating,
FLD052172954,BMI-TEXTRON,LAKE PARK,PALM BEACH,FL,1121 SILVER BEACH RD, 33403 ,R04,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,8/11/1994,,,,Active,Manufacturing/Processing/Maintenance,Other,,No,,,No,"BMI TEXTRON, BMI-TEXTRON",[Blank Date],www.epa.gov/superfund/bmi-textron,
PAD047726161,BOARHEAD FARMS,BRIDGETON TOWNSHIP,BUCKS,PA,LONELY COTTAGE DRIVE, 18972 ,R03,Final NPL,No,No,Yes,Yes,Yes,Yes,11/10/2003,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,39.92,No,"BOARHEAD FARMS, BOARHEAD FARMS, BRIDGETON TWSP, BOARHEAD FARMS, BOARDHEAD FARMS, BOARHEAD CORP",2/1/1980,www.epa.gov/superfund/boarhead,
WAD980185789,BOEING COMPANY TULALIP TEST SITE,MARYSVILLE,SNOHOMISH,WA,TULALIP INDIAN RESERVATION, 98270 ,R10,Not NPL,No,Yes,No,Yes,Yes,No,,Referred to Cleanup Program,Long-term Cleanup Attention Needed/Ongoing under EPA Enforcement Authority,Remedial Activities Under EPA Enforcement,Active,Other,Military/Other Ordinance,,Yes,Tulalip Tribes of Washington(Current),,No,"BOEING COMPANY CORPORATE, BOEING COMPANY: TULALIP TEST SITE",9/26/2010,www.epa.gov/superfund/boeing-company-tulalip,
MID006030373,"BOFORS NOBEL, INC.",MUSKEGON,MUSKEGON,MI,5025 EVANSTON AVE, 49442 ,R05,Final NPL,No,No,No,Yes,Insufficient Data,No,,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,53.42,No,"BOFORS NOBEL INC, BOFORS NOBEL INC, BOFORS NOBEL, INC, BOFORS NOBEL, INC., BOFORS NOBEL, INC., BOFORS LAKEWAY CHEM INC, BOFORS NOBEL INC",12/11/1980,www.epa.gov/superfund/bofors-nobel,
NJD063157150,BOG CREEK FARM,HOWELL TOWNSHIP,MONMOUTH,NJ,SQUANRUM RD. (MONMOUTH CO. RT. 547), 07727 ,R02,Final NPL,No,No,Yes,Yes,Yes,Yes,6/30/1994,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,43.23,No,"BOG CREEK FARM, BOG CREEK FARM, BOG CREEK FARM",[Blank Date],www.epa.gov/superfund/bog-creek-farm,
MND053417515,"BOISE CASCADE/ONAN CORP./MEDTRONICS, INC.",FRIDLEY,ANOKA,MN,1400 73RD AVENUE NE, 55432 ,R05,Deleted NPL,Yes,No,No,Yes,Yes,Yes,9/30/1992,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,,No,"BOISE CASCADE/ONAN CORP/MEDTRONICS INC, OLD NATIONAL POLE, BOISE CASCADE/ONAN CORP./MEDTRONICS,INC., BOISE CASCADE/ONAN/MEDTRONICS, BOISE CASCADE/ONAN/MEDTRONICS, BOISE CASCADE/ONAN/MEDTRONICS, BOISE CASCADE/ONAN CORP./MEDTRONICS, INC., FORMERLY NATIONAL POLE TREATING CO",[Blank Date],www.epa.gov/superfund/boise-cascade-medtronics,
CON000802497,BONITA PEAK MINING DISTRICT,UNINCORPORATED,SAN JUAN,CO,Multiple sources near Animas River headwaters, 81433 ,R08,Final NPL,No,No,No,No,No,No,,,,,Active,Mining,Multiple,,Yes,"Southern Ute Indian Tribe of the Southern Ute Reservation, Colorado(Current)",50,No,,4/7/2016,www.epa.gov/superfund/bonita-peak,
WA1891406349,BONNEVILLE POWER ADMINISTRATION ROSS COMPLEX (USDOE),VANCOUVER,CLARK,WA,5411 NE HWY 99, 98666 ,R10,Deleted NPL,Yes,No,Yes,Yes,Not a Groundwater Site,Yes,4/4/1996,,,,Active,Waste Management,Industrial waste facility (non-generator),Department of Energy,No,,,Yes,"ROSS SUBSTATION, BONNEVILLE POWER ADMINISTRATION ROSS COMPLEX (USDOE), BONNEVILLE POWER ADMIN ROSS (USDOE), BONNEVILLE POWER ADM - ROSS COMPLEX, BONNEVILLE POWER ADMIN ROSS CMPLX(USDOE), USDOE-BPA ROSS SUBSTATION, BONNEVILLE POWER ADMIN ROSS (USDOE), ROSS COMPLEX, USDOE BPA, USDOE BPA ROSS COMPLEX",6/1/1981,www.epa.gov/superfund/bonneville-ross,WA1891406349 - US DOE BPA ROSS COMPLEX
WAD009624453,BOOMSNUB/AIRCO,VANCOUVER,CLARK,WA,7608 NORTHEAST 47TH AVENUE, 98661 ,R10,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,"Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance","Chemicals and allied products, Metal fabrication/finishing/coating and allied industries, Multiple",,No,,,No,"BOOMSNUB/AIRCO, PACIFIC NW PLATING, BOOMSNUB/AIRCO, BOOMSNUB CORP",8/1/1982,www.epa.gov/superfund/boomsnub-airco,
PAD981034887,BORIT ASBESTOS,AMBLER,MONTGOMERY,PA,6 MAPLE STREET, 19002 ,R03,Final NPL,No,No,Yes,Yes,Yes,Yes,6/28/2018,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,50,No,"BORIT ASBESTOS TAILINGS PILE, BORIT ASBESTOS TAILINGS PILE",2/1/1985,www.epa.gov/superfund/boritasbestos,
UT0001119296,BOUNTIFUL/WOODS CROSS 5TH S. PCE PLUME,BOUNTIFUL,DAVIS,UT,"500 SOUTH 800 WEST, BOUNTIFUL/WOODS CROS", 84010 ,R08,Final NPL,Yes,No,No,Yes,Yes,No,,,,,Active,Other,Ground water plume site with no identifiable source,,No,,50,No,"BOUNTIFUL WOODS CROSSING, BOUNTIFUL/WOODS CROSS 5TH S. PCE PLUME, BOUNTIFUL/WOODS CROSS 5TH SOUTH PCE PLUM",6/22/1995,www.epa.gov/superfund/bountiful-woods-cross,
OHD980509616,BOWERS LANDFILL,CIRCLEVILLE,PICKAWAY,OH,ROCK ISLAND ROAD, 43113 ,R05,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,12/17/1992,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),,No,,,No,"BOWER'S LANDFILL, BOWERS LANDFILL, ISLAND ROAD LDFL, BOWER'S LDFL, BOWER'S LDFL, BOWER'S LDFL",4/1/1979,www.epa.gov/superfund/bowers-landfill,
ORSFN1002228,BRADFORD ISLAND,CASCADE LOCKS,MULTNOMAH,OR,Star Route, 97014 ,R10,Final NPL,No,No,No,Insufficient Data,Insufficient Data,No,,,,,Active,Manufacturing/Processing/Maintenance,Electric power generation and distribution,Department of Defense,Yes,Confederated Tribes and Bands of the Yakama Nation(Current); Cowlitz Indian Tribe(Current); Confederated Tribes of the Grand Ronde Community of Oregon(Current); Confederated Tribes of the Umatilla Indian Reservation(Current); Confederated Tribes of the Warm Springs Reservation of Oregon(Current); Confederated Tribes of Siletz Indians of Oregon(Current); Nez Perce Tribe(Current),50,Yes,"USACE BRADFORD ISLAND, COE CIVIL BRADFORD ISLAND LANDFILL",9/9/2021,www.epa.gov/superfund/bradford-island,
MD9570024803,BRANDYWINE DRMO,BRANDYWINE,PRINCE GEORGE'S,MD,BRANDYWINE ROAD AND CHERRY TREE CROSSING, 20613 ,R03,Final NPL,No,No,No,Insufficient Data,Insufficient Data,No,,,,,Active,Waste Management,Other,Department of Defense,No,,50.15,Yes,"BRANDYWINE DEF. PROPERTY DISPOSAL OFFICE, BRANDYWINE DRMO, BRANDYWINE DRMO, BRANDYWINE DRMO SALVAGE YARD",[Blank Date],www.epa.gov/superfund/brandywine,
KYD980501019,BRANTLEY LANDFILL,ISLAND,MCLEAN,KY,6875 HWY-85 East, 42350 ,R04,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,8/27/1998,,,,Active,Waste Management,Industrial waste landfill,,No,,,No,"BARMET OF KY/BRANTLEY LDFL, BRANTLEY LANDFILL, BRANTLEY LANDFILL, BRANTLEY LANDFILL, BRANTLEY LANDFILL",9/1/1979,www.epa.gov/superfund/brantley-landfill,
WAN001002907,BREMERTON GASWORKS,BREMERTON,KITSAP,WA,1725 PENNSYLVANIA AVENUE, 98337 ,R10,Final NPL,No,No,No,No,No,No,,,,,Active,"Manufacturing/Processing/Maintenance, Manufacturing/Processing/Maintenance","Oil and gas refining, Coal gasification",,Yes,Suquamish Indian Tribe of the Port Madison Reservation(Current),50,No,"BREMERTON MGP WASTE RELEASE, BREMERTON GAS WORKS, BREMERTON GASWORKS, BREMERTON GASWORKS",[Blank Date],www.epa.gov/superfund/bremerton-gasworks,
PAD089667695,"BRESLUBE-PENN, INC.",CORAOPOLIS,ALLEGHENY,PA,84 MONTOUR RD, 15108 ,R03,Final NPL,No,No,No,Yes,No,No,,,,,Active,Recycling,Waste/used oil,,No,,50,No,"WISEMAN OIL INC, BRESLUBE PENN, BRESLUBE-PENN, INC, BRESLUBE-PENN, INCORPORATED, BRESLUBE-PENN, INC.",4/1/1984,www.epa.gov/superfund/breslube,
SCD987577913,BREWER GOLD MINE,JEFFERSON,CHESTERFIELD,SC,1/2 MI. N.OFINTERSECTION OF SR 265&CR110, 29718 ,R04,Final NPL,No,No,No,Yes,Insufficient Data,No,,,,,Active,Mining,Metals,,No,,50,No,"BREWER GOLD MINE DAM FAILURE, BREWER GOLD MINE, BREWER GOLD MINE DAM",[Blank Date],www.epa.gov/superfund/brewer-gold-mine,
NYD980652275,BREWSTER WELL FIELD,PUTNAM COUNTY,PUTNAM,NY,MAIN ST /SE, 10509 ,R02,Final NPL,No,No,Yes,Yes,Yes,Yes,4/11/1997,,,,Active,Other,Ground water plume site with no identifiable source,,No,,37.93,No,"BREWSTER WELL FIELD, BREWSTER WELL FIELD, BREWSTER WELL FIELD, BREWSTER WELL FIELD",8/1/1982,www.epa.gov/superfund/brewster-wellfield,
NJD980505176,BRICK TOWNSHIP LANDFILL,BRICK TOWNSHIP,OCEAN,NJ,SALLY IKE ROAD, 08723 ,R02,Final NPL,No,No,Yes,Yes,Yes,Yes,7/14/2014,,,,Active,Waste Management,Co-disposal landfill (municipal and industrial),,No,,58.13,No,"BRICK TOWNSHIP LANDFILL, BRICK TWP LF, BRICK TOWNSHIP LANDFILL, MCCORMICKS DUMP, FRENCH'S LF, FRENCHS LANDFILL, MCCORMICK'S DUMP",12/1/1980,www.epa.gov/superfund/brick-township-landfill,
NJD053292652,BRIDGEPORT RENTAL & OIL SERVICES,BRIDGEPORT,GLOUCESTER,NJ,CEDAR SWAMP RD, 08014 ,R02,Final NPL,No,No,No,Yes,No,No,,,,,Active,Recycling,Waste/used oil,,No,,60.73,No,"PEPPER INDUSTRIES-LOGAN TWP., BRIDGEPORT RENTAL & OIL SERVICES, BRIDGEPORT WATER LINE, PEPPER INDUSTRIES - LOGAN TOWNSHIP, BRIDGEPORT BROS WATER MAIN EXTENSION, BRIDGEPORT RENTAL & OIL SERVICES",[Blank Date],www.epa.gov/superfund/bridgeport,
NYN000203129,BRILLO LANDFILL,VICTORY,CAYUGA,NY,Route 370 (Intersection of County Route 129/Conquest-Victory Town Line Road), 13033-9672 ,R02,Final NPL,No,No,No,Insufficient Data,Insufficient Data,No,,,,,Active,Waste Management,Municipal solid waste landfill,,No,,30,No,"BRILLO LANDFILL, BRILLO LANDFILL",3/18/2022,www.epa.gov/superfund/brillo-landfill,NYD980648067 - BRILLO LANFILL-USEPA CERCLA REMOVAL ACTION
TX0000605264,BRINE SERVICE COMPANY,CORPUS CHRISTI,NUECES,TX,NORTHEAST OF INTERSECTION AT IH-37 AND, 78409 ,R06,Final NPL,No,No,No,Yes,No,No,,,,,Active,Waste Management,Illegal disposal/open dump,,No,,50,No,BRINE SERVICE COMPANY,11/3/1997,www.epa.gov/superfund/brine-service,
TXD980625453,"BRIO REFINING, INC.",FRIENDSWOOD,HARRIS,TX,2501 DIXIE FARM ROAD, 77089 ,R06,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,4/28/2004,,,,Active,"Recycling, Recycling, Manufacturing/Processing/Maintenance, Recycling, Multiple","Multiple, Waste/used oil, Chemicals/chemical waste (e.g., solvent recovery), Oil and gas refining, Multiple",,No,,,No,"LOWE CHEMICAL COMPANY, JOC OIL AROMATICS, INC., BRIO REFINING, INC., BRIO REFINING INC, BRIO REFINERY CO., INC., BRIO REFINING, INC",[Blank Date],www.epa.gov/superfund/brio-refining,
INN000510915,BROADWAY STREET CORRIDOR GROUNDWATER CONTAMINATION,ANDERSON,MADISON,IN,INTERSECTION OF BROADWAY STREET AND GRAND AVENUE, 46016 ,R05,Final NPL,No,No,No,Insufficient Data,Insufficient Data,No,,,,,Active,Other,Ground water plume site with no identifiable source,,No,,50,No,"CITY OF ANDERSON WELLFIELD, RANNEY WELL FIELD GROUND WATER PLUME, BROADWAY AVENUE CORRIDOR GROUND WATER PLUME",1/18/2018,www.epa.gov/superfund/broadwaystreetgroundwater,
COD000110254,BRODERICK WOOD PRODUCTS,DENVER,ADAMS,CO,5980 Lipan St., 80221 ,R08,Final NPL,No,No,No,Yes,Insufficient Data,Yes,9/30/1996,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,35.13,No,"BRODERICK INVESTMENTS CO, BRODERICK WOOD PRODUCTS",8/1/1980,www.epa.gov/superfund/broderick-wood,
PAD980691760,BRODHEAD CREEK,STROUDSBURG,MONROE,PA,S OF MAIN ST BRG, 18360 ,R03,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,9/30/1997,,,,Active,Manufacturing/Processing/Maintenance,Coal gasification,,No,,,No,"BRODHEAD CREEK, UNION GAS *, BROADHEAD CREEK SITE",3/1/1981,www.epa.gov/superfund/brodheadcreek,
