NDC,INGREDIENT
68645057054,citalopram
16729020016,buspirone
00832105515,baclofen
00131541070,lacosamide
68001015303,carvedilol
00074395646,lopinavir
00074395646,ritonavir
00378006901,indapamide
68382095501,dextroamphetamine
68382095501,amphetamine
59762151701,celecoxib
68382006516,simvastatin
00168000416,triamcinolone
00093894701,acyclovir
00603465534,montelukast
00006351659,cilastatin
00006351659,imipenem
00591359160,dronabinol
55111059490,montelukast
00781570131,losartan
65162005210,citalopram
00093014705,naproxen
00378086001,clozapine
00002445485,olanzapine
00591271601,methylphenidate
57664074588,repaglinide
60793085901,levothyroxine
00228266711,gabapentin
00591048805,estradiol
00186504228,esomeprazole
10702000310,promethazine
68001026403,bupropion
60505265505,trazodone
00078034445,estradiol
16714061201,sertraline
47335067081,diltiazem
69097015912,meloxicam
31722040505,gabapentin
68462013135,triamcinolone
00093026592,fluocinonide
64720012810,pyridostigmine
00228262011,isosorbide
00603307928,cyclobenzaprine
68180051602,lisinopril
00603589421,temazepam
64125011701,furosemide
67877021710,metformin
64679012203,memantine
00115551110,fenofibrate
64679092403,enalapril
60432056160,triamcinolone
49938010230,dapsone
51862033305,estradiol
00378018501,propranolol
68382009801,paroxetine
64679073608,metoprolol
00054001125,flecainide
00409350511,meropenem
57237023305,sulfamethoxazole
57237023305,trimethoprim
59011027560,hydrocodone
63304077305,lorazepam
00781751687,budesonide
52343006199,metoprolol
00185027701,benazepril
00185027701,hydrochlorothiazide
00781108901,alprazolam
68382014005,topiramate
68645048254,atorvastatin
00904634080,metoprolol
66302031001,treprostinil
00378306605,fenofibrate
00591349730,galantamine
00378552501,ropinirole
00527135101,levothyroxine
68645015159,glipizide
00074714890,levothyroxine
16714073301,celecoxib
10702000610,cyclobenzaprine
42858000401,oxycodone
54458093410,simvastatin
16252052850,pravastatin
65162064110,flecainide
00603411032,isosorbide
00093316501,minocycline
00378212277,atorvastatin
31722059690,fenofibrate
42571014401,celecoxib
10702000709,cyclobenzaprine
69097080232,testosterone
51862017901,acetaminophen
51862017901,caffeine
51862017901,butalbital
67386042101,tetrabenazine
51991074690,duloxetine
69315013110,hydrochlorothiazide
23155013701,hydrochlorothiazide
16729017117,amitriptyline
64679071704,venlafaxine
00378226001,terazosin
00378050301,bisoprolol
00378050301,hydrochlorothiazide
68180041409,hydrochlorothiazide
68180041409,irbesartan
00378135205,triamterene
00378135205,hydrochlorothiazide
50458009801,pentosan polysulfate
00093770198,levocetirizine
68001036703,potassium chloride
16714011104,tramadol
50228010705,metformin
00409330703,acetylcysteine
00143964909,montelukast
50228035490,pregabalin
00052011906,asenapine
00781542664,rizatriptan
63459022560,armodafinil
23155004501,hydrochlorothiazide
68382031601,minocycline
16714045402,quetiapine
24979002607,diltiazem
31722051310,simvastatin
55111035605,donepezil
00093517355,nifedipine
00378709701,ciprofloxacin
00064501090,collagenase
59417010710,lisdexamfetamine
65162000850,amlodipine
00781139701,haloperidol
68001011205,lansoprazole
00054010228,amlodipine
55111068110,fondaparinux
00832051200,bethanechol
59762374001,medroxyprogesterone
16714037304,lamotrigine
00327001230,citric acid
00327001230,gluconolactone
00327001230,magnesium carbonate
00173024255,digoxin
51672126906,betamethasone
00049490030,sertraline
65862057390,valsartan
00093703098,amlodipine
00093703098,olmesartan
00078043815,imatinib
00781188360,ranitidine
16729015016,quetiapine
42543049305,amantadine
39822120105,neomycin
39822120105,polymyxin b
68645049354,atenolol
00603421430,lisinopril
16714076501,valganciclovir
00173071620,salmeterol
00173071620,fluticasone
51991029205,oxcarbazepine
69238110205,ibuprofen
00574027501,potassium chloride
75834020815,tizanidine
00093716456,tolterodine
00406035862,acetaminophen
00406035862,hydrocodone
00591555305,doxycycline
53746011205,acetaminophen
53746011205,hydrocodone
29300013605,clonidine
00713072931,fluticasone
00093106201,sotalol
00071015773,atorvastatin
61314012610,ketorolac
55111032001,glimepiride
00603533921,prednisone
68001018705,quinapril
60505265901,trazodone
64679072402,valproate
00472080304,desonide
00591088501,lisinopril
00054829925,furosemide
00378601501,oxybutynin
59310030480,beclomethasone
65862074530,galantamine
00378464126,estradiol
16714022504,losartan
16714022504,hydrochlorothiazide
29300022013,montelukast
50383027201,diclofenac
65597010790,olmesartan
65597010790,hydrochlorothiazide
00006011780,montelukast
45802096696,erythromycin
00487980101,ipratropium
68180016013,azithromycin
16729019701,lisinopril
59746024760,lamotrigine
62756044583,donepezil
60432013108,phenytoin
67767012318,fentanyl
67877025130,triamcinolone
00071015534,atorvastatin
00781148810,amitriptyline
69315011601,furosemide
63323034125,cefoxitin
68382011414,risperidone
63304082790,atorvastatin
53746020305,acetaminophen
53746020305,oxycodone
00093727098,pravastatin
62037086620,enoxaparin
61314014305,brimonidine
62135019122,calcium acetate
42806001410,meclizine
00310028039,quetiapine
60505264807,tizanidine
00781317796,ceftazidime
33342007015,olanzapine
00904105561,benztropine
54458086510,pioglitazone
60505067905,ceftriaxone
31722013130,dutasteride
68462024801,ranitidine
00093738456,venlafaxine
00185040101,dextroamphetamine
00185040101,amphetamine
60951065370,morphine
31722021330,sertraline
67877021901,cephalexin
00378696112,glatiramer
00054010825,ramipril
00378425010,doxepin
00078065967,sacubitril
00078065967,valsartan
16729030101,trazodone
60505025801,desmopressin
00591336901,acetaminophen
00591336901,caffeine
00591336901,butalbital
69238131009,pregabalin
55513080060,ivabradine
00527193206,clarithromycin
23155051905,isosorbide
68382018201,buspirone
63323032225,cilastatin
63323032225,imipenem
67405060301,fluconazole
16714068301,simvastatin
00378191401,clonazepam
00093067395,betamethasone
00832121100,warfarin
59762004801,tolterodine
00904608561,citalopram
57664016652,metoprolol
70710111308,tizanidine
16714044501,enalapril
31722077805,acyclovir
45802096826,griseofulvin
43386035601,acetaminophen
43386035601,hydrocodone
50383077116,docusate
00115151866,estradiol
00172531160,ciprofloxacin
66993046405,olanzapine
51224002230,azithromycin
55111064530,omeprazole
00781935095,tazobactam
00781935095,piperacillin
00172375770,lisinopril
00093026292,fluocinonide
69097085207,naproxen
31722052110,hydralazine
70710122700,amitriptyline
10019017963,morphine
00069225030,amlodipine
00069225030,atorvastatin
00054829725,furosemide
00378700393,paroxetine
00093002701,enalapril
68180079901,potassium chloride
13668002101,alfuzosin
45802013970,metronidazole
33342004610,losartan
70954001910,prazosin
00832030410,chlorpromazine
00409656201,testosterone
65162011511,acetaminophen
65162011511,hydrocodone
42806054909,dutasteride
00054010128,amlodipine
59762490001,sertraline
60505068704,tazobactam
60505068704,piperacillin
16729000116,glimepiride
65162050609,indomethacin
59762503001,fluconazole
67877056101,metformin
00115701813,minocycline
64679057102,risperidone
00527133501,doxycycline
68462025901,ropinirole
55111032005,glimepiride
50383026745,clobetasol
51672128901,nystatin
61971011501,sulfamethoxazole
61971011501,trimethoprim
65862058601,amlodipine
65862058601,benazepril
64679094202,lisinopril
00603295821,clonidine
00168016346,clobetasol
00245003501,potassium chloride
64380074207,buspirone
10370074601,glipizide
00555087302,medroxyprogesterone
66780021201,exenatide
65162059020,calcium acetate
00591081083,silver sulfadiazine
42806031250,doxycycline
66993041788,raloxifene
00472136016,lactulose
55111023105,pravastatin
00378647099,scopolamine
66689079001,sucralfate
62037069630,diltiazem
00603373921,furosemide
16714008211,hydroxyzine
00093746456,irbesartan
00603421032,lisinopril
57664027318,clonazepam
51672415403,calcipotriene
00093189301,etodolac
00093735301,calcitriol
00781171901,chlorpromazine
00093071101,flurbiprofen
68180042201,moxifloxacin
16729031716,oxybutynin
00093213110,nitrofurantoin
65862004405,lisinopril
65862004405,hydrochlorothiazide
51079072820,topiramate
42794004610,dofetilide
00781143701,fluphenazine
21922000909,diclofenac
43975022010,carbidopa
00006003220,ivermectin
00378025501,albuterol
00143993801,amoxicillin
00093416178,amoxicillin
23155005901,verapamil
00527141310,hydrochlorothiazide
00591555410,propranolol
00075062160,enoxaparin
43386016101,misoprostol
00591040710,lisinopril
69097081107,gabapentin
49884083009,diltiazem
67877012425,silver sulfadiazine
00228350611,morphine
68382041201,omeprazole
68382010101,venlafaxine
65162076611,warfarin
47781027505,isosorbide
65862014836,sumatriptan
00168031230,econazole
00574202001,hydrocortisone
68012030930,budesonide
68462016090,metformin
00185011801,labetalol
00121054416,docusate
00228263611,gabapentin
68462029052,betamethasone
70347005002,metoprolol
00713068231,gentamicin
42543072601,fluoxetine
00591039860,diclofenac
00591039860,misoprostol
68645056954,citalopram
00049234045,eletriptan
52544091301,acetaminophen
52544091301,hydrocodone
00093736998,losartan
00093736998,hydrochlorothiazide
49884002810,hydralazine
16729021615,sertraline
47335058481,rosuvastatin
57237023301,sulfamethoxazole
57237023301,trimethoprim
00185055030,itraconazole
00186003231,candesartan
59651005205,ezetimibe
00574014704,famotidine
43547025050,metformin
47781022905,acetaminophen
47781022905,oxycodone
45802013835,ciclopirox
68382025701,oxybutynin
16729028615,rosuvastatin
68382006816,simvastatin
00115167001,hydroxyzine
65862010390,amlodipine
00603295721,clonidine
00641602225,famotidine
71717010250,gabapentin
00093725898,valacyclovir
24208045705,diclofenac
43598021050,silver sulfadiazine
00143994750,cefadroxil
55111016305,olanzapine
00378563059,sumatriptan
00378075501,fexofenadine
00185077130,bisoprolol
69452010519,montelukast
00641092821,promethazine
00378014705,indomethacin
00591555510,propranolol
00032120601,lipase
00032120601,amylase
00032120601,protease
63739034910,lisinopril
64208823403,immunoglobulin g
00029315900,rosiglitazone
00093321992,ketoconazole
33342002407,famciclovir
65162077810,budesonide
00378266101,morphine
68084035501,acetaminophen
68084035501,oxycodone
16729038017,lisinopril
55111061901,eszopiclone
43485010260,levetiracetam
00054855025,methotrexate
16714033202,gabapentin
59762521001,phenytoin
45802045535,hydrocortisone
00054012722,losartan
00054012722,hydrochlorothiazide
69097028970,levofloxacin
00591252125,metronidazole
00603374421,glimepiride
43547034506,levetiracetam
27241006303,voriconazole
60505025102,tizanidine
31722054510,lithium carbonate
16714050502,gabapentin
29300011305,lamotrigine
65162055710,temazepam
00409475503,ondansetron
47781046813,oseltamivir
55111034301,citalopram
00168033660,triamcinolone
00781540805,lorazepam
60505023301,torsemide
00115166003,propranolol
62332012290,pregabalin
51672129302,clobetasol
00338000403,water
65862029690,rosuvastatin
00781522401,carvedilol
00603158758,phenylephrine
00603158758,promethazine
00591565801,cyclobenzaprine
68001000600,gabapentin
16714044602,amitriptyline
68001039603,potassium chloride
51672129703,clobetasol
61314020415,pilocarpine
00093754010,topiramate
00527110901,isoniazid
50111033302,metronidazole
24510017460,tapentadol
68645049554,atorvastatin
00115155901,oxycodone
00121058104,haloperidol
00093761198,olmesartan
00093046305,lamotrigine
00904064460,nitroglycerin
00603421321,lisinopril
33342005610,pioglitazone
23155062801,isosorbide
68001035803,metoprolol
45963055930,valacyclovir
00591034501,verapamil
00781144601,furosemide
63459021530,armodafinil
59762233208,glyburide
59762233208,metformin
68462051389,desonide
50228017705,gabapentin
51407003210,clopidogrel
60505314501,cevimeline
29033000101,theophylline
00008121101,desvenlafaxine
00603083994,acetaminophen
63739067010,lamotrigine
62584065701,clonidine
62332015130,olmesartan
62332015130,hydrochlorothiazide
16714006110,metoclopramide
70069005101,timolol
70069005101,dorzolamide
53746051505,spironolactone
00378611401,oxycodone
00781534801,quetiapine
00472015530,triamcinolone
00472015530,nystatin
68462055310,cyclobenzaprine
55111034330,citalopram
31722090301,fluoxetine
49884087205,fluoxetine
64950034047,acetaminophen
64950034047,hydrocodone
00884077304,griseofulvin
00004025901,mycophenolate mofetil
00781168131,ondansetron
54458092910,hydrochlorothiazide
55111016730,olanzapine
47335032688,naltrexone
67877014801,temazepam
00093574265,cyclosporine
62175027141,oxybutynin
57664050318,tizanidine
00409226501,desmopressin
00310610530,saxagliptin
00173064255,lamotrigine
67405067110,hydroxyzine
33342003510,pramipexole
42571010101,glimepiride
00378024305,spironolactone
66869040490,pitavastatin
52817033050,cyclobenzaprine
00603576928,sotalol
00378611201,oxycodone
00093816110,quetiapine
55111068201,ibuprofen
64125013901,glycopyrronium
68645057454,glipizide
00378456005,potassium chloride
16714073004,clobetasol
00781594964,hydrochlorothiazide
00781594964,valsartan
42543000201,metoprolol
00093769356,amlodipine
00093769356,valsartan
43547034909,paroxetine
68001025204,fluconazole
61442014101,lovastatin
00378025710,haloperidol
00555038102,meperidine
00781506801,triamterene
00781506801,hydrochlorothiazide
68180078001,zolpidem
67877021520,cefuroxime
00603211028,amlodipine
51079056520,thioridazine
68682052101,diltiazem
55111047901,zolpidem
00456046001,thyroid (usp)
60505011600,terazosin
00378803093,lansoprazole
00115132901,dextroamphetamine
00115132901,amphetamine
67877046390,pregabalin
69097082307,citalopram
55513000204,darbepoetin alfa
00527512570,lactulose
43598020952,amoxicillin
63739011110,furosemide
00143318901,lithium carbonate
00143117101,captopril
00078068615,eltrombopag
00378240101,trifluoperazine
59762053101,phenytoin
65162032109,niacin
60505002506,ranitidine
00245053660,cholestyramine resin
64679071701,venlafaxine
51079011820,dicyclomine
00591555610,propranolol
47335095618,alfuzosin
00904656761,acetaminophen
00904656761,hydrocodone
63304009719,sumatriptan
55111014630,fluconazole
50383079216,valproate
00115169003,buspirone
58468021004,teriflunomide
00185022230,mirtazapine
00093812001,doxazosin
68084027801,azithromycin
64980044201,albuterol
30698014323,calcitriol
00054000385,fluconazole
00904585540,ibuprofen
00603764217,norgestimate
00603764217,ethinyl estradiol
00603764217,inert ingredients
00006026718,rizatriptan
62175027241,oxybutynin
29300015501,alfuzosin
63304071001,ciprofloxacin
68084080801,tramadol
10702001010,hydroxyzine
31722057330,esomeprazole
00378548510,meclizine
00054306844,alprazolam
70710100802,oseltamivir
55513012610,epoetin alfa
69452015120,ergocalciferol
69543025216,codeine
69543025216,guaifenesin
00603028232,sennosides; usp
00093342505,lorazepam
60505619702,sirolimus
00904201380,aspirin
00172290760,furosemide
10135066901,sennosides; usp
10135066901,docusate
69315012710,folic acid
72606000801,pregabalin
00378441501,flurazepam
31722099601,acetaminophen
31722099601,hydrocodone
69238183901,levothyroxine
70954000510,oxybutynin
10337035830,oxiconazole
00378932232,salmeterol
00378932232,fluticasone
00904188372,calcium carbonate
00832121210,warfarin
65862049101,quetiapine
00904792760,bisacodyl
00172731246,cyclosporine
59762516003,sertraline
46287001216,sodium polystyrene sulfonate
00075291501,enoxaparin
76282025190,escitalopram
00143962125,vitamin b12
00527150537,dextroamphetamine
00527150537,amphetamine
67877043303,aripiprazole
52268010001,polyethylene glycol 3350
52268010001,sodium bicarbonate
52268010001,sodium sulfate
52268010001,potassium chloride
52268010001,sodium chloride
00093529056,voriconazole
60432060416,dextromethorphan
60432060416,promethazine
76282032810,warfarin
00378191201,clonazepam
43598029390,pregabalin
51645078806,melatonin
00536331301,aspirin
50458019115,norgestimate
50458019115,ethinyl estradiol
50458019115,inert ingredients
13107010401,oxymorphone
39822301501,nystatin
00378401077,temazepam
00168030115,clobetasol
42806000901,oxycodone
45963063504,lovastatin
00555009696,clonazepam
59762501801,fluconazole
72205002305,atorvastatin
68462022301,lithium carbonate
27808008602,chlorpheniramine
27808008602,hydrocodone
50228017910,gabapentin
00904073431,bacitracin
00904073431,neomycin
00904073431,polymyxin b
62175049070,chlorpheniramine
62175049070,hydrocodone
00093598627,epinephrine
00093309256,armodafinil
72888008000,tramadol
16729044110,cinacalcet
70710160901,baclofen
00168016230,clobetasol
60258000116,citric acid
60258000116,sodium citrate
00299382230,doxycycline
00409651049,vancomycin
51407035010,mirtazapine
31722000490,venlafaxine
24208031425,flurbiprofen
70010013505,potassium chloride
00536589688,nicotine
43598071901,chlorthalidone
63824000815,guaifenesin
00078046915,deferasirox
00603305232,colchicine
00006074754,losartan
00006074754,hydrochlorothiazide
46987032611,morphine
60505268006,lamotrigine
64679073702,metoprolol
16477034001,urea
43598053705,bupropion
00056016901,warfarin
59762181501,paroxetine
64980028110,glipizide
68382051201,amantadine
60505252703,modafinil
00591300501,ursodeoxycholate
68220011210,hyoscyamine
52343003205,gabapentin
65862067705,alprazolam
49884056111,lamotrigine
16714078204,clobetasol
16729002015,pioglitazone
31722057190,lansoprazole
00115169002,buspirone
65162011510,acetaminophen
65162011510,hydrocodone
16714089602,glipizide
23155002401,buspirone
47335093890,azelastine
57664018788,oxycodone
65162027210,sulfamethoxazole
65162027210,trimethoprim
80681000500,calcium carbonate
51672128208,triamcinolone
65162089809,aripiprazole
16729026129,mycophenolic acid
65162092506,lacosamide
42806001910,citalopram
57664066583,carvedilol
00093304301,verapamil
39822122001,neomycin
39822122001,polymyxin b
00536012297,acetaminophen
69097012203,topiramate
50428247322,vitamin b12
16714008110,hydroxyzine
43386043001,oxycodone
64980018210,sodium bicarbonate
00781598701,carbamazepine
67877041920,linezolid
00378539193,doxepin
62756044604,carisoprodol
50580072824,cetirizine
50580072824,pseudoephedrine
43547037650,irbesartan
00378040301,hydrochlorothiazide
00378040301,spironolactone
50742061801,metoprolol
00536408610,sennosides; usp
00536408610,docusate
57237004560,clarithromycin
70408014634,promethazine
00378501301,felodipine
51525047009,cromolyn
00085134101,mometasone
42457042060,glutamine
46122061587,aspirin
68180011402,levetiracetam
49884023533,chlorpheniramine
49884023533,hydrocodone
33342033380,triamcinolone
00574709012,hydrocortisone
64720022410,oxycodone
66582031254,ezetimibe
66582031254,simvastatin
70010075401,methocarbamol
00003218851,abatacept
00781579150,levofloxacin
70756020511,amitriptyline
44206045722,immunoglobulin g
00536781708,calcium carbonate
00536781708,cholecalciferol
00378710501,acetaminophen
00378710501,oxycodone
70377001511,tacrolimus
55111078401,fexofenadine
65862029630,rosuvastatin
50111056101,trazodone
71093016105,gabapentin
72205001690,pregabalin
68180096601,levothyroxine
59417010410,lisdexamfetamine
51407015490,rosuvastatin
45802021001,nitroglycerin
43547043109,fenofibrate
68382052001,sirolimus
00228308406,alprazolam
53746036110,folic acid
20482001215,fentanyl
00904078816,magnesium hydroxide
53191036201,cholecalciferol
00228311611,morphine
50458057989,rivaroxaban
51293081101,phenazopyridine
81603062510,isopropyl alcohol
00264180031,sodium chloride
43386071209,quinapril
43386071209,hydrochlorothiazide
00781279031,omeprazole
00074433906,adalimumab
00603158858,codeine
00603158858,phenylephrine
00603158858,promethazine
24385031034,guaifenesin
57664075783,olmesartan
87701040814,melatonin
33342004444,losartan
00093505798,atorvastatin
31722014705,sertraline
60429052501,clonazepam
50419045604,estradiol
67877049090,ezetimibe
72305010030,levothyroxine
59746033590,losartan
51672125901,clobetasol
00054025422,hydrochlorothiazide
00054025422,irbesartan
00093727198,pioglitazone
47335006286,dofetilide
00781269375,temozolomide
00093206450,cilostazol
00143965901,testosterone
00054014225,acarbose
68180096909,levothyroxine
33342002607,famciclovir
68382013606,losartan
50383004316,homatropine
50383004316,hydrocodone
00781555531,montelukast
16714039302,cefdinir
00006496301,varicella-zoster virus vaccine live (oka-merck) strain
65862016390,quinapril
65862016390,hydrochlorothiazide
43547040650,clonazepam
17478026312,proparacaine
00536110888,nicotine
00131247760,lacosamide
68180087613,norethindrone
70461032003,influenza a virus (h1n1) antigen
70461032003,influenza a virus (h3n2) antigen
70461032003,influenza b virus antigen
16714008403,spironolactone
00093761843,dorzolamide
68462049833,zolmitriptan
00054050823,icosapent ethyl
70954020120,digoxin
54162000708,sennosides; usp
66993087555,sulfacetamide
00085432402,posaconazole
00527328746,levothyroxine
00904674880,bisacodyl
08290306547,sodium chloride
62559066190,candesartan
62559066190,hydrochlorothiazide
45802088014,triamcinolone
45802088014,nystatin
00904052380,ascorbic acid
68180016011,azithromycin
68682051494,tretinoin
68382050001,omeprazole
00115123413,oxymorphone
47781033331,dapsone
00093761298,olmesartan
00781575301,methylphenidate
68180063702,atorvastatin
60429008790,pramipexole
00904615760,cholecalciferol
69238184101,levothyroxine
00085433401,mometasone
00904598660,cholecalciferol
65162089709,aripiprazole
31722042201,lisinopril
00406800324,morphine
59762135101,pregabalin
30768048678,melatonin
16714048502,valproate
00603786278,triamcinolone
13811067730,leflunomide
00115164601,desmopressin
00185082005,benazepril
68001036503,metronidazole
65162090203,aripiprazole
51672131003,betamethasone
54458088916,citalopram
16729049212,dofetilide
31722090410,fluoxetine
00536115516,ferrous sulfate
52817032150,baclofen
00781713883,estradiol
49884014811,dexlansoprazole
67877043103,aripiprazole
00093534256,sildenafil
68382073701,midodrine
00182111310,sennosides; usp
00182111310,docusate
47781045704,nitroglycerin
50742025090,diltiazem
16714017501,atorvastatin
68180063802,atorvastatin
42385090210,metformin
49884041301,metoprolol
13668018590,sildenafil
59746067034,tizanidine
00406144501,methylphenidate
33342029907,eszopiclone
49483008010,sennosides; usp
67877031815,triamcinolone
00168005415,nystatin
68001040000,fluoxetine
52343002805,carvedilol
68645044970,cyclobenzaprine
47781069030,rasagiline
51672400301,nortriptyline
60505264201,bicalutamide
68382073901,midodrine
23155036201,amantadine
00023915660,tazarotene
00067512507,nicotine
54838014440,acetaminophen
11845009151,calcium carbonate
69367034405,gabapentin
00074302313,potassium chloride
00168008930,triamcinolone
00168008930,nystatin
69238183401,levothyroxine
00527551337,dextroamphetamine
00527551337,amphetamine
69315030615,nystatin
60505265701,triamterene
60505265701,hydrochlorothiazide
31722012860,gemfibrozil
59762219807,azithromycin
16714078401,aripiprazole
13107008401,lorazepam
62756044083,donepezil
42858086706,dronabinol
69618004410,docusate
00363016012,sennosides; usp
00363016012,docusate
68462064693,ethinyl estradiol
68462064693,levonorgestrel
67877052330,colesevelam
60505258200,azithromycin
51672128401,triamcinolone
00904420260,niacinamide
00054808425,azathioprine
69097068405,pregabalin
00187099445,acyclovir
00003376474,apixaban
00781206705,mycophenolate mofetil
58337000301,salmonella typhi ty21a live antigen
00713072615,mometasone
00536589488,nicotine
16729037817,lisinopril
00023921805,gatifloxacin
70010010805,gabapentin
00069034530,nirmatrelvir
00069034530,ritonavir
45802092596,clobetasol
68382054606,memantine
64980056310,furosemide
31722077705,acyclovir
00378073493,fluoxetine
67877057305,benzonatate
23155022701,acyclovir
64380076921,polyethylene glycol 3350
64380076921,sodium bicarbonate
64380076921,potassium chloride
64380076921,sodium chloride
49884011174,alprazolam
00121086816,nystatin
75834020715,tizanidine
47335058281,rosuvastatin
00054008525,zaleplon
00223172101,sodium bicarbonate
59762644303,sertraline
42543070790,pramipexole
59746003022,risperidone
68645056054,montelukast
42192032701,thyroid (usp)
74300000070,zinc oxide
00781542131,pioglitazone
42806001401,meclizine
00555095602,dextroamphetamine
16714039901,cefprozil
65862066130,aripiprazole
67877022110,metformin
00093824434,linezolid
60505039905,diclofenac
00093512505,benazepril
00185017301,lisinopril
00185017301,hydrochlorothiazide
68462023401,felodipine
68001020603,labetalol
00591375905,amlodipine
00591375905,benazepril
52268010101,polyethylene glycol 3350
52268010101,sodium bicarbonate
52268010101,sodium sulfate
52268010101,potassium chloride
52268010101,sodium chloride
62756040201,phenytoin
69238112309,nadolol
00456241063,asenapine
64679075804,ketorolac
00078056215,amlodipine
00078056215,hydrochlorothiazide
00078056215,valsartan
00555078902,dextroamphetamine
00555078902,amphetamine
00093727398,pioglitazone
51672404401,clorazepate
41616022090,ketorolac
00173077402,lamotrigine
60505294503,ezetimibe
65862000905,metformin
67877051305,atorvastatin
00095008735,dexamethasone
00172376160,lisinopril
51672130302,econazole
00245005801,potassium chloride
00264210110,water
00597007575,tiotropium
50458059350,risperidone
55111072901,allopurinol
00781227701,amlodipine
00781227701,benazepril
68982082004,immunoglobulin g
65862005126,simvastatin
58657052016,acetaminophen
66993010904,fexofenadine
00378697693,tadalafil
64679078702,carbidopa
64679078702,entacapone
64679078702,levodopa
40085071645,doxepin
60505265109,eplerenone
00409508216,ceftazidime
68180061407,quetiapine
00009027101,estradiol
00378456177,potassium chloride
68180041209,irbesartan
62756075464,olanzapine
00168021560,erythromycin
00002144511,ixekizumab
10702001210,hydroxyzine
00143995120,amoxicillin
00603316221,folic acid
00054055125,acetaminophen
00054055125,oxycodone
51672129001,hydrocortisone
50742015510,metformin
62332008371,hydrochlorothiazide
62332008371,valsartan
67877050651,colesevelam
00378375001,phenytoin
00574079101,methazolamide
16714023502,penicillin v
13668047330,fluoxetine
00378698288,lansoprazole
64950023048,nystatin
47335030788,zolpidem
68001028100,diclofenac
00228205910,lorazepam
67877031905,ibuprofen
52817016060,quetiapine
65162022011,metformin
68462029792,ciclopirox
00555102001,galantamine
49884077486,clonidine
00093300993,lansoprazole
49702020318,lamivudine
00172208960,hydrochlorothiazide
68001021600,triamterene
68001021600,hydrochlorothiazide
42211020329,diclofenac
00378019901,clonidine
00517750425,acetylcysteine
00591387060,memantine
68084052901,olanzapine
69238131109,pregabalin
64896066401,carbidopa
64896066401,levodopa
59572042500,lenalidomide
00245014715,amiodarone
59762136401,pregabalin
64764080510,ramelteon
64679042201,amlodipine
43547024810,metformin
00603156758,prednisolone
00591375219,pramipexole
70436001004,bupropion
00093204605,pioglitazone
00185014505,nabumetone
00093524865,olanzapine
69367018005,metformin
63323034020,cefepime
47335076083,venlafaxine
00591222910,metoclopramide
16729006529,levetiracetam
60505013400,cyclosporine
62175045832,buprenorphine
62175045832,naloxone
63304031230,pioglitazone
47335090618,quetiapine
49884093101,amlodipine
49884093101,benazepril
00378191277,clonazepam
68645022159,ibuprofen
13107015690,paroxetine
64679071801,venlafaxine
00378097201,clozapine
00409781124,metronidazole
59762130103,metoprolol
29300024319,amlodipine
60505314000,olanzapine
69315013701,benztropine
00555057235,methotrexate
13811070910,methylphenidate
63323096330,acetylcysteine
00093022390,sumatriptan
50111032501,bethanechol
67877012420,silver sulfadiazine
00115115001,acarbose
60505026001,metformin
27241000550,risperidone
68382003201,valproate
00527221737,metolazone
60758088015,fluorometholone
24987024255,digoxin
00172376010,lisinopril
76439012510,glimepiride
62332004390,irbesartan
68001018605,quinapril
00456210108,escitalopram
68180061207,quetiapine
43547035310,lisinopril
62332021330,amlodipine
62332021330,olmesartan
51672402601,ketoconazole
16714065901,venlafaxine
00430017023,darifenacin
71093011204,gabapentin
00093867575,clavulanate
00093867575,amoxicillin
62175020543,montelukast
51672401701,etodolac
00378041201,fluvoxamine
00310610030,saxagliptin
65862000901,metformin
66993068030,olanzapine
51079013120,amitriptyline
00093208001,hydrochlorothiazide
25021014330,sulbactam
25021014330,ampicillin
00378174389,ciprofloxacin
16714036105,famotidine
64980051705,olopatadine
42571011010,losartan
55111064501,omeprazole
00409127332,diazepam
29300011510,topiramate
43478041007,nitroglycerin
00378911693,nitroglycerin
42769122100,fluvoxamine
16714029903,amoxicillin
62756043288,phenytoin
69452010513,montelukast
45963055808,valacyclovir
00781706627,mometasone
63323066416,diphenhydramine
13668027105,carbamazepine
00603100858,albuterol
69097084407,alfuzosin
52544094928,ethinyl estradiol
52544094928,levonorgestrel
52544094928,inert ingredients
47781042347,fentanyl
59148001971,aripiprazole
64376081101,phenazopyridine
44567043724,levofloxacin
00378007801,carbidopa
00378007801,levodopa
65597011130,amlodipine
65597011130,olmesartan
00781312168,enoxaparin
61314022405,timolol
55111016901,quetiapine
57237017099,rosuvastatin
67405045066,ciclopirox
00173068224,albuterol
60432003864,lactulose
23155060351,clindamycin
27437020811,cefixime
66993004730,olanzapine
51672138603,fluocinonide
60505013300,cyclosporine
00904585140,metformin
51862094310,diazepam
00603388532,acetaminophen
00603388532,hydrocodone
13811062112,levetiracetam
54458093316,simvastatin
13533080015,immunoglobulin g
51079092420,diltiazem
60505470303,solifenacin
00172541060,fluconazole
66758020201,potassium chloride
13668011630,losartan
13668011630,hydrochlorothiazide
60505260508,zolpidem
67877026410,duloxetine
51079076501,valproate
00832004209,amlodipine
50458029515,itraconazole
10147095303,paliperidone
13668003560,risperidone
31722027905,topiramate
54458098610,pravastatin
00115155510,fenofibrate
43975032203,tolterodine
00527293337,prednisone
60505708002,fentanyl
68001032205,bupropion
00591246705,metoclopramide
54458087810,hydrochlorothiazide
16714047101,clonazepam
